ID,MMPR,FREQR,POIDS_VAS,POIDS_IN,POIDS_IN_OFFN,POIDS_OPK,POIDS_ONG,POIDS_INT,POIDS_ONN,SMART_PHONE,MULTI_EQUIPE,USERS_INTERNET
697.0,29.0,10.0,0.0774539877292573,0.7061522848612832,0.36056610847273646,0.5992631377652694,0.20051413881748073,0.7553372838704147,0.7316630142225639,0.0,0.0,0.0
736.0,15.416666666666666,24.0,0.04121480641850505,0.636938721215745,0.1564951037268834,0.6561382245943042,0.5465888508757227,0.6672927516448375,0.8670223772502856,0.0,0.0,0.0
739.0,50.0,10.0,0.5000531971536541,0.1972421251864839,0.6970527758737611,0.23185075030041172,0.0,0.8356279382149964,0.5974043531122375,0.0,0.0,0.0
742.0,29.285714285714285,14.0,0.582138590203261,0.4339925563732137,0.14057507987182596,0.5958549222762551,0.0,0.7894606015417407,0.7064146537269869,0.0,0.0,0.0
775.0,10.0,2.0,0.0,0.4763513513470884,0.7163120567416629,0.3961148648672231,0.0,0.544474393531237,0.37331081081313056,0.0,0.0,0.0
787.0,20.0,1.0,0.5400400400392795,0.5938864629097843,0.8897058823471021,0.104803493452356,0.0,1.0,0.4716157205028509,0.0,0.0,0.0
788.0,12.142857142857142,14.0,0.0060723828027704815,0.5636807817582463,0.3929500144469611,0.2620521172636194,0.2163522012620102,0.4293029871980514,0.7277687296423903,0.0,0.0,0.0
821.0,11.5625,16.0,0.5720075655220009,0.7466887417216101,0.3053328785031281,0.3355196128289467,0.8565410718460771,0.6934194751564191,0.7589998301922758,0.0,0.0,0.0
842.0,10.0,1.0,0.8289374528962041,0.12216260833882679,0.7364864864900474,0.817581510522716,0.0,0.389908256882754,0.9100288898040776,0.0,0.0,0.0
870.0,47.142857142857146,14.0,0.0,0.6313841598818387,0.9939482272423591,0.1514193690352171,0.0,0.6352410077184492,0.3131214115669025,0.0,0.0,0.0
871.0,13.333333333333334,6.0,0.05119017148716528,0.13304347826654972,0.7124183006387287,0.13913043477961437,0.0,0.9373913043476082,0.5,0.0,0.0,0.0
982.0,15.0,8.0,0.05556028973126924,0.25933027154686544,0.5390302613447787,0.45249030186749367,0.06981519507568863,0.5157371617863931,0.840014268516952,0.0,0.0,0.0
1049.0,32.5,8.0,0.013605442176333934,0.26500208073476667,0.6658291457280264,0.16479400748942408,0.0,0.563853790617088,0.631127756968055,0.0,0.0,0.0
1061.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1083.0,12.5,4.0,0.12534469791940925,0.6367656348713036,0.057539682541666665,0.06127605812262953,0.34343434343939394,0.7004405286312756,0.7991156032846484,0.0,0.0,0.0
1157.0,16.0,5.0,0.0,0.3408691283631105,0.9977892409727406,0.32629992464133056,0.14588859416257766,0.6389943074013279,0.498116051239374,0.0,0.0,0.0
1172.0,0.0,0.0,0.0,0.8934131736519286,0.0075960679169511745,0.692614770440905,0.0,0.949458483761003,0.8894211576854328,0.0,0.0,0.0
1198.0,30.0,14.0,0.6762226772699426,0.0,0.0,0.07297743533219354,0.0,0.6300872093053329,0.8485415520066175,0.0,0.0,0.0
1199.0,45.0,6.0,0.0,0.0,0.0,0.506152584085177,0.4144546649136868,0.5855453350863133,0.946243304541279,0.0,0.0,0.0
1220.0,16.0,5.0,0.6179119412938497,0.8315140990648596,0.09881822551580703,0.6543317070456268,0.0,0.7322860415659048,0.9157777226489435,0.0,0.0,0.0
1224.0,11.0,10.0,0.3534737443991036,0.8761780706461185,0.46182772190601107,0.34955175848613973,0.0,0.43597146739174847,0.5488468316610067,0.0,0.0,0.0
1264.0,41.0,10.0,0.0,0.22304317709411148,0.9415113871629526,0.059224197644300064,0.0,0.6439735497437151,0.6159085661508248,0.0,0.0,0.0
1287.0,12.0,5.0,0.1318996415769097,0.19239096814064136,0.08842443730281944,0.06742963192048997,0.026946107784753846,0.709511568111617,0.882462109495934,0.0,0.0,0.0
1302.0,0.0,0.0,0.5357142857112246,0.0,0.0,0.28666666668,0.0,1.0,0.95333333332,0.0,0.0,0.0
1327.0,35.38461538461539,13.0,0.01756923866639005,0.42085840808303737,0.838526912179261,0.13148631770137084,0.03472222222044478,0.8732142857142351,0.6194788236651294,0.0,0.0,0.0
1415.0,10.0,1.0,0.0,0.7469135802430842,0.09710743802439212,0.5586419753096422,0.0,0.7388888888753704,0.722222222215535,0.0,0.0,0.0
1462.0,11.666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.840067340070707,0.38636363635856497,1.0,0.0,0.0
1491.0,50.0,6.0,0.0,0.0,0.0,0.7163192212327907,0.0,0.9435120753172792,0.7756451464793557,0.0,0.0,0.0
1580.0,20.0,3.0,0.0,0.0,0.0,0.4755917512018198,0.0,0.6073059360684931,0.9791398771253692,0.0,0.0,0.0
1641.0,15.0,12.0,0.05533640757670551,0.49510844246581337,0.04600104547808761,0.17863243439102508,0.0,0.4891131173648665,0.9025311869142798,0.0,0.0,0.0
1660.0,15.0,2.0,0.33266799734352537,0.9205464176203711,0.7596910963048353,0.573599107889273,0.5143884892051395,0.900283286119432,0.2818511290768024,0.0,0.0,0.0
1672.0,11.25,4.0,0.022207417276482348,0.974255747430629,0.00569088009272972,0.8263587244209525,0.009900990103862367,0.7130124777193835,0.9803298372002447,0.0,0.0,0.0
1694.0,50.0,2.0,0.0,0.0608365019022038,0.9326923076743712,0.23720386077817399,0.0,0.7767857142863788,0.8034513015499208,0.0,0.0,0.0
1704.0,20.0,2.0,0.0,0.18636847710223642,0.39142857144223675,0.09584664536421725,0.0,0.5848484848439118,0.8242811501565495,0.0,0.0,0.0
1706.0,20.0,2.0,0.022004620969455817,0.4657650042266931,0.5925589836681229,0.3443223443168938,0.33142857143621224,0.4540768509828763,0.7075232459837401,0.0,0.0,0.0
1708.0,50.0,1.0,0.04000800159951983,0.9556556726739406,0.956147893379401,0.18871132267842505,0.0,0.8800367140890114,0.07386943216555629,0.0,0.0,0.0
1710.0,0.0,0.0,0.0,0.9897755056662115,0.32899169099245906,0.8057346076820269,0.0,0.6218430034133019,0.6743720826879567,0.0,0.0,0.0
1716.0,20.0,1.0,0.037735849056262004,0.31931902293840253,0.7297171998108484,0.25743893411736635,0.0,0.7033685268980493,0.7055514433831402,0.0,0.0,0.0
1727.0,6.666666666666667,15.0,0.23549999999767107,0.9256058295230436,0.9243866715471772,0.6636163361797388,0.0,0.952772670086128,0.12447042873985249,0.0,0.0,0.0
1735.0,10.0,2.0,0.41731872716902635,0.24124513618972282,0.5080645161208376,0.07782101167673999,0.0,0.8692307692481656,0.7470817120593498,0.0,0.0,0.0
1736.0,0.0,0.0,0.0,1.0,0.8769230768577515,0.12307692314224854,0.0,1.0,0.12307692314224851,0.0,0.0,0.0
1742.0,50.0,1.0,0.0,0.4362566545269014,0.7308927424487422,0.16391145979397265,1.0,0.6564885496194331,0.6811431773613195,0.0,0.0,0.0
1752.0,15.0,2.0,0.0,0.062372188136886574,0.4754098360811622,0.39877300613415395,0.0,0.486338797812436,0.4386503067475692,1.0,0.0,0.0
1764.0,22.5,4.0,0.04811740647158783,0.4823366428083502,0.9985639061752047,0.15308242899891625,0.0,0.7571428571438169,0.4019856845986618,1.0,0.0,0.0
1765.0,15.555555555555555,9.0,0.1517024384756553,0.5150917111668603,0.29321613703197646,0.3478058973756878,0.08677896886090898,0.5259811444864364,0.745124216391317,0.0,0.0,0.0
1769.0,20.0,1.0,0.0,0.0,0.0,0.972250770811865,0.0,1.0,0.9917780061664785,0.0,0.0,0.0
1776.0,0.0,0.0,0.0,1.0,0.04296593186360158,0.9040480961610453,0.0,0.9570895522386461,0.9570340681363985,0.0,0.0,1.0
1799.0,13.333333333333334,6.0,0.0,0.0,0.0,0.6162361623637115,0.0,0.549469964662719,0.7679376793759012,0.0,0.0,0.0
1804.0,7.916666666666667,12.0,0.26321330806281606,0.05388349514277077,0.6126126126277087,0.11116504854476814,0.0,0.7191919191965963,0.7597087378667571,0.0,0.0,0.0
1807.0,10.0,1.0,1.0,0.9996349032497261,0.6579620160698838,0.2511865644359255,0.0,0.9317235636969193,0.3422782037239869,0.0,0.0,0.0
1815.0,50.0,1.0,0.10649627263136531,0.44550086434380554,0.9394465434496686,0.5426257847316251,1.0,0.5997778226633829,0.5814757528883722,0.0,0.0,0.0
1816.0,10.0,4.0,0.3184037359379032,0.8316996376164147,0.16700000000123685,0.6967266678518396,0.36619718308073795,0.9281859692809148,0.8584328402532729,0.0,0.0,0.0
1821.0,0.0,0.0,0.018556318426548153,0.8241302266208285,0.3396591789300093,0.28758378549577845,0.0,1.0,0.720076603894567,0.0,0.0,0.0
1831.0,21.666666666666668,24.0,0.04320917770442909,0.7015030979877633,0.9522667175530405,0.4170236364917647,0.0,0.7881095524375732,0.28430735102934945,0.0,0.0,0.0
1840.0,20.0,1.0,0.4506760140222442,0.75643855775491,0.9834630350213686,0.016188373805596568,0.0,0.9249278152070742,0.23546725534008414,0.0,0.0,0.0
1879.0,16.0,5.0,0.0,0.8906513276392987,0.9984343401396063,0.12985881122524331,0.0,0.713302465275184,0.07140782058001946,0.0,0.0,0.0
1880.0,17.5,4.0,0.21431633090576196,0.7901437371659797,0.9930699930696322,0.045585215606645725,0.0,0.7865526492307441,0.1835728952783303,1.0,0.0,0.0
1882.0,50.0,1.0,0.04816955684012357,0.12183169989815298,0.750901525659226,0.9237918215593203,0.0,0.7992476060181927,0.901182832038086,0.0,0.0,0.0
1895.0,14.761904761904763,21.0,0.006567066163066278,0.5905886959912506,0.6069178914803209,0.1561806552664022,0.08893280632288038,0.6527408195849743,0.5212113301128672,0.0,0.0,0.0
1928.0,30.0,3.0,0.011694538649971517,0.5861473522663478,0.8916530278227278,0.31043745202692763,0.0,0.5587871287140365,0.3798925556383958,0.0,0.0,0.0
1951.0,35.0,2.0,0.0,0.5566287583742722,0.982367758186398,0.05312353949188737,0.0,0.5113024757812225,0.42109362829060115,0.0,0.0,0.0
1964.0,50.0,2.0,0.40059623625623453,0.6419413919416107,0.998097955302427,0.173382173379015,0.0,0.48856458287977944,0.2992979242974363,0.0,0.0,0.0
1965.0,25.0,12.0,0.1580501756450236,0.5393328354497045,0.8314101084707306,0.23892208115303953,0.0932568149226589,0.5244795906498074,0.4729275578785224,0.0,0.0,0.0
1973.0,33.75,8.0,0.025003125390426928,0.40301394511810573,0.5035160174123268,0.12469635627348227,0.10657193605664907,0.5133936491011319,0.75182186234885,1.0,0.0,0.0
1980.0,35.0,2.0,0.0,0.0,0.0,0.12671869193088073,0.0,1.0,0.9866220735785953,0.0,0.0,0.0
1981.0,10.0,1.0,0.0,0.7251687560270004,0.8670212766010635,0.06557377048987477,1.0,0.4784172661835064,0.37126325939826493,0.0,0.0,0.0
1996.0,50.0,1.0,0.0,0.0,0.0,0.08777429467227621,0.0,1.0,0.3534482758630824,0.0,0.0,0.0
2030.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8028673835053763,0.0,0.0,0.0
2040.0,13.214285714285714,28.0,0.027052569403354366,0.6458795679827684,0.9845378536250019,0.152315431277596,0.0,0.7859011699650973,0.2507397544011871,0.0,0.0,1.0
2043.0,40.0,3.0,0.0,0.37883154309766526,0.9958506224066389,0.24862457427416457,0.0,0.8909313725514707,0.5724390882881122,0.0,0.0,0.0
2061.0,27.5,8.0,0.049269704516618995,0.21974371143939195,0.08639308855122711,0.3913937668090219,0.0,0.8852772466534188,0.8345198544563663,0.0,0.0,0.0
2063.0,0.0,0.0,0.0,1.0,0.5805921052617783,0.9999999999703947,0.0,1.0,0.41940789473822165,0.0,0.0,0.0
2065.0,17.5,4.0,0.44318757386646057,0.5566746329798565,0.6246550137989872,0.6201775349928306,0.0,0.9133027522933393,0.6278593376589282,0.0,0.0,0.0
2067.0,0.0,0.0,0.0,1.0,0.08256880732110095,0.8715596330091727,0.0,1.0,0.917431192678899,1.0,0.0,0.0
2071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333332,0.8717948717948718,0.0,0.0,0.0
2081.0,46.95652173913044,23.0,0.02302131774002422,0.07171483804073066,0.7376725838274648,0.20170682257483125,0.0,0.7371202113608417,0.8572304210472104,0.0,0.0,0.0
2087.0,15.0,4.0,0.0,0.0,0.0,0.1555118110188093,0.0,1.0,0.9704724409443006,0.0,0.0,0.0
2096.0,10.0,1.0,0.033333333333022214,0.43338599263405403,0.3499392466535843,0.581358609792595,0.1885245901639344,0.4311926605487194,0.6919431279608677,0.0,0.0,0.0
2120.0,10.0,2.0,0.05150000000010298,0.0,0.0,0.09943181817557142,0.0,1.0,0.8096590909044906,0.0,0.0,0.0
2135.0,48.333333333333336,6.0,0.08064283862943408,0.4814448700534425,0.1484301480027341,0.5654543707165631,0.0,0.6453497309783528,0.9106909949610407,0.0,0.0,0.0
2143.0,16.0,5.0,0.16658337498150877,0.0,0.0,0.2878897751956841,0.0,0.5799418604634304,0.5010877447425639,0.0,0.0,0.0
2200.0,22.5,4.0,0.709284350278321,0.11628284138731525,0.0,0.8172234836216572,0.24773413897735508,0.752265861022645,0.9596172559198863,0.0,0.0,0.0
2201.0,15.0,2.0,0.28818443803526583,0.7419793365975725,0.3171491388790413,0.2888798259833121,0.0,0.5265531062014023,0.7286568787372643,0.0,0.0,0.0
2208.0,50.0,1.0,0.0,0.0,0.0,0.5330793210912813,0.0,1.0,0.7949428472444472,0.0,0.0,0.0
2223.0,10.0,3.0,0.0,0.5383912248673888,0.8947368420995443,0.3848263254069747,0.0,0.5860534124582015,0.38391224862818285,0.0,0.0,0.0
2231.0,10.0,3.0,0.21865889212208348,0.31877729258236875,0.082191780819666,0.3602620087304781,0.0,0.9433962264145603,0.5371179039385404,0.0,0.0,0.0
2247.0,20.0,5.0,0.01251564455573221,0.4548177733396361,0.6601536772787356,0.8002496255320821,0.5631868131868132,0.6894173937516522,0.6759360958559837,0.0,0.0,0.0
2279.0,36.666666666666664,3.0,0.5951739618347164,0.6795249653260967,0.9151677509890099,0.3892163661544141,0.0,0.7708391413441228,0.378120665741631,0.0,0.0,0.0
2293.0,20.0,1.0,0.0,0.11379310345517236,0.6060606060238748,0.020689655172413796,0.0,0.9277978339344968,0.04482758621379312,0.0,0.0,0.0
2319.0,10.0,17.0,0.27223767532702303,0.6460150965585353,0.38103186646331244,0.47495343593696143,0.0,0.4676649305556677,0.5482795804351771,0.0,0.0,0.0
2380.0,0.0,0.0,0.0,0.998904894280179,0.014729858885810514,0.9888243057194884,0.0,0.8854961832069811,0.9852862718669075,0.0,0.0,0.0
2401.0,20.0,2.0,0.12515644555782213,0.07210031346485392,0.5652173913837429,0.28683385579356524,0.0,0.5806451613090531,0.9028213166163364,0.0,0.0,0.0
2423.0,0.0,0.0,0.0,0.0,0.0,0.8351648351648352,0.0,0.9682539682847064,0.7692307692380945,0.0,0.0,0.0
2452.0,35.0,4.0,0.06007552351441144,0.07490881772058801,0.17000970559417658,0.8148484738325181,0.6281337047364118,0.5144149236868927,0.9840294691435868,0.0,0.0,0.0
2459.0,13.333333333333334,3.0,0.7705779334516301,0.5986678250810321,0.04769736842149462,0.504315088323947,0.0,1.0,0.971445120185015,0.0,0.0,0.0
2499.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48507462685798625,0.0,0.0,0.0
2509.0,10.0,1.0,0.06238303181300657,0.7426067907979352,0.08849557522123894,0.038335158814811976,0.0,0.6428571428487941,0.8313253012029982,0.0,1.0,0.0
2512.0,20.0,3.0,0.0,0.0,0.0,0.21998355263095404,0.2813688212955081,0.7186311787044918,0.8445723684220753,0.0,0.0,0.0
2521.0,28.75,8.0,0.0,0.5880648374546668,0.965737603941978,0.142262066467393,0.0,0.6725677222435662,0.406637689032696,0.0,0.0,0.0
2525.0,20.0,3.0,0.0,0.7392000419922816,0.29302325581582606,0.3966720907031893,0.4034869240358742,0.9642226148412109,0.7708256784408349,0.0,0.0,0.0
2526.0,20.0,7.0,0.0,0.6355287326165895,0.9808009909166375,0.24534242981153853,0.0,0.646596066564422,0.13277355024936657,0.0,0.0,0.0
2527.0,20.0,1.0,0.0,0.9432250887777137,0.06899210741180986,0.7269926838416965,0.0,0.7669270833356344,0.9342831472211144,0.0,0.0,0.0
2531.0,14.166666666666666,12.0,0.0,0.725738396623614,0.9862477638639998,0.1980688088265785,0.0,0.6665413180413022,0.13688737422957528,0.0,0.0,0.0
2532.0,12.222222222222221,9.0,0.0,0.6249755525131535,0.3484587701458009,0.30158419714276957,0.019273535951103447,0.5151006711414823,0.6528456874634215,0.0,0.0,0.0
2536.0,0.0,0.0,0.341880341875667,0.920174165462063,0.6119873817010221,0.12481857764731286,0.0,0.64948453608917,0.4368650217699491,0.0,0.0,0.0
2539.0,33.75,8.0,0.0,0.04044548652046841,0.019323671506126162,0.26651035560930064,0.0,1.0,0.6793669402137404,0.0,0.0,0.0
2540.0,35.0,6.0,0.004502070952450834,0.5541568184154995,0.6234585071852576,0.30747096906859167,0.3872053872121212,0.6682153593896352,0.635803103484208,0.0,0.0,0.0
2542.0,10.833333333333334,24.0,0.04579418509918794,0.8401512778060298,0.5377034333949656,0.264557131978847,0.2595174262739742,0.5389987302736969,0.5173432394939467,0.0,0.0,0.0
2545.0,15.0,4.0,0.015537600993794618,0.7874140666312995,0.4022834116856294,0.5425700687477751,0.0,0.37174122948205457,0.5892384981491747,0.0,0.0,0.0
2563.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9845559845476664,0.0,0.0,0.0
2636.0,10.0,1.0,0.0,0.0,0.0,0.6296296296460905,0.0,1.0,0.3703703703539095,0.0,0.0,0.0
2644.0,0.0,0.0,0.0,0.7948657560008454,0.9294814814804292,0.07089024964723079,0.0,1.0,0.11681582666091236,0.0,0.0,0.0
2704.0,12.857142857142858,7.0,0.01111111111077037,0.372904550119438,0.0715596330262099,0.3978788915353126,0.0,0.5,0.8221005815949237,0.0,0.0,0.0
2747.0,20.0,3.0,0.0,0.13786764705879312,0.7199999999856,0.6052389705897837,0.0,0.36097560975785886,0.8115808823576702,0.0,0.0,0.0
2796.0,15.0,4.0,0.0,0.42125603864927536,0.07568807339414822,0.15281803541932368,0.0,0.5828571428584751,0.8590982286637681,0.0,0.0,0.0
2807.0,0.0,0.0,0.0,0.49372668701187733,0.9828296703282966,0.39369277721208024,0.0,0.7980433263435336,0.5147507629718346,0.0,0.0,0.0
2815.0,13.333333333333334,3.0,0.0,0.912735514948057,0.999379171193231,0.7639892335974058,0.0,0.9820490367766447,0.029324266890952223,0.0,0.0,0.0
2858.0,13.333333333333334,3.0,0.250062515627907,0.9730411171450876,0.13414391070366935,0.3717351952364257,0.0,0.8499789296250745,0.8465865011636426,0.0,0.0,0.0
2863.0,10.0,1.0,0.4012036108228879,0.0,0.0,0.0,0.0,1.0,0.7913043478297164,0.0,0.0,0.0
2880.0,20.0,3.0,0.11482939632447975,0.4895995032595015,0.6423589093234869,0.2747593914945193,0.7418899858963558,0.4123112659686411,0.6286867432464458,0.0,0.0,0.0
2883.0,18.0,5.0,0.0446727719450924,0.6856690419634202,0.9967282525022907,0.041171813142746,0.0,0.5339755719927547,0.23291105832591472,0.0,0.0,0.0
2884.0,46.25,8.0,0.3968683241586291,0.48929586130884745,0.4960795916856342,0.2176297073743976,0.945610687023316,0.7491134180155412,0.7552072965484573,0.0,0.0,0.0
2900.0,0.0,0.0,0.0,0.7060412082446483,0.7183737073204715,0.42518503700595556,0.0,0.5531874764232848,0.4696939387881606,0.0,0.0,0.0
2902.0,10.0,1.0,0.0,0.0,0.0,0.39002932552134917,0.0,1.0,0.410557184747276,0.0,0.0,0.0
2943.0,16.0,5.0,0.0,0.02081581160638317,0.24242424242424246,0.02186711522244665,0.21874999999999997,0.6898148148055555,0.9634146341463568,0.0,0.0,0.0
2977.0,11.666666666666666,6.0,0.028563267638535887,0.0,0.0,0.17659162430548064,0.34793187348175186,0.6520681265182482,0.9351246671511473,0.0,0.0,0.0
2981.0,0.0,0.0,0.0,1.0,0.6923264907120834,0.12903225806643973,0.0,0.534062830918975,0.30767350928791665,1.0,0.0,0.0
3053.0,10.0,5.0,0.3003604325180605,0.8682853816728227,0.015131200919776155,0.664892732413878,0.0,0.5565217391335198,0.9043738566431139,0.0,0.0,0.0
3128.0,35.45454545454545,11.0,0.0,0.3592668379118499,0.68468250121369,0.16365536157219177,0.0,0.535583384240412,0.7149201097121586,0.0,0.0,0.0
3170.0,50.0,1.0,0.0,0.6598060558073534,0.9889022195554356,0.2317435187028909,0.0,0.5920533818588593,0.3475163269359906,0.0,0.0,0.0
3191.0,10.0,1.0,0.0,0.2977528089863654,0.5849056604215026,0.20786516853086728,0.0,0.4838709677419351,0.8258426966174724,0.0,0.0,0.0
3211.0,20.0,1.0,0.0,0.0,0.0,0.916041979010552,0.0,0.9751552795034142,0.9396551724125458,0.0,0.0,0.0
3220.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9852216748769201,0.38015267176024237,0.0,0.0,0.0
3221.0,30.0,3.0,0.12329290421027683,0.0,0.0,0.21158449018805472,0.0,0.5307224848104293,0.29104834849457356,0.0,0.0,0.0
3232.0,40.0,10.0,0.00908545781587443,0.5001038939453099,0.9790593318924782,0.22977184889618602,0.05668934240337103,0.7343761922932529,0.45850475834242793,0.0,0.0,0.0
3240.0,0.0,0.0,0.0,0.9996347699043105,0.8615272195851493,0.7151205259224657,0.0,0.998727735368961,0.1387874360836989,0.0,0.0,0.0
3247.0,16.666666666666668,18.0,0.007117184441580515,0.33841924398655016,0.26888708366943587,0.07821305841929159,0.0,0.46276235612771005,0.5939518900354389,0.0,0.0,0.0
3256.0,20.0,1.0,0.19305019305471896,0.019308700835720033,0.23456790124188384,0.7373063170441243,0.0,0.9333333333263159,0.9320619785460175,0.0,0.0,0.0
3265.0,50.0,3.0,0.0,0.00922083909542293,0.7749999999775001,0.00922083909542293,0.0,0.9448398576579703,0.8704472106972747,0.0,0.0,0.0
3304.0,0.0,0.0,0.0,0.9623543471763961,0.6954361999382576,0.7550044816169938,0.0,0.9464285714283324,0.33074394980558447,0.0,0.0,0.0
3364.0,5.0,1.0,0.0,0.520325203238372,0.979166666687066,0.1084010840156727,0.0,0.5606060606026627,0.10569105690999629,0.0,0.0,0.0
3399.0,0.0,0.0,0.0,0.6899328859093699,0.013618677046480645,0.9906040268430539,0.0,0.5714285715510204,0.9906040268430539,0.0,0.0,0.0
3408.0,12.5,4.0,0.0,0.4843934736348538,0.22431047108007449,0.4464412390564005,0.721058434397528,0.6418400876275354,0.8614329628734058,0.0,0.0,0.0
3434.0,0.0,0.0,0.0,1.0,0.9784221173309257,0.2619689817753752,0.0,0.5933838731876919,0.021577882669074396,0.0,1.0,0.0
3457.0,50.0,2.0,0.1641193968645725,0.37345331833440665,0.6092943201356362,0.2005463602732437,0.3486238532054541,0.7718032786909627,0.7610477261786778,1.0,0.0,0.0
3468.0,20.0,1.0,0.0,0.9777777777745869,0.9982517482482641,0.0017094017128029804,0.0,1.0,0.02393162393821599,0.0,0.0,0.0
3473.0,10.5,20.0,0.0,0.7286078407578626,0.999000499750123,0.24699599465535063,0.0,1.0,0.19043573249158752,0.0,0.0,0.0
3520.0,12.857142857142858,7.0,0.0,0.2695312499990998,0.2270531400958482,0.2604166666670329,0.3003802281319377,0.4635854341764706,0.8190104166653085,0.0,0.0,0.0
3597.0,0.0,0.0,0.0,1.0,0.6389441330714261,0.1075754836352136,0.0,0.6604414261458277,0.36105586692857394,0.0,0.0,0.0
3632.0,10.0,1.0,0.5025125628160704,0.0,0.0,0.25477707007318756,0.0,1.0,0.7643312101813461,0.0,0.0,0.0
3639.0,0.0,0.0,0.0,1.0,0.06666666664533334,0.9333333333546667,0.0,1.0,0.9333333333546667,0.0,0.0,0.0
3679.0,10.0,1.0,0.10030090270451475,0.0,0.0,0.0,0.0,1.0,0.0078740157636555,0.0,0.0,0.0
