ID,MMPR,FREQR,POIDS_VAS,POIDS_IN,POIDS_IN_OFFN,POIDS_OPK,POIDS_ONG,POIDS_INT,POIDS_ONN,SMART_PHONE,MULTI_EQUIPE,USERS_INTERNET,Cluster,Segment_Name
2167.0,13.75,8.0,0.0,0.4557431940609196,0.0092636958952764,0.4535157955972125,0.8386950611684522,0.0909090909089452,0.990595428737806,0.0,0.0,1.0,7,Data Users
2171.0,20.0,1.0,0.0,0.0,0.0,0.3426349984034941,1.0,0.0,1.0,0.0,0.0,0.0,2,Appelants Off-Net
2174.0,10.0,2.0,0.0,0.041076699855114,0.0718635810033039,0.8558062740755202,0.8478568064044316,0.0,0.980887576924597,0.0,0.0,1.0,7,Data Users
2175.0,50.0,1.0,0.2178217821756259,0.853819242422365,0.0288060744975813,0.8257935818272503,0.9863013698359918,0.0069110576934846,0.9753972631721936,0.0,0.0,1.0,7,Data Users
2177.0,20.0,2.0,0.0429368827807768,0.6492971744996816,0.0157445877979499,0.4270339343859547,0.6352705410832487,0.0,0.984608831463912,0.0,0.0,1.0,7,Data Users
2181.0,10.0,3.0,0.0,0.9701168677910152,0.0758907549831028,0.8037230195209243,1.0,0.0,0.9263770984814969,0.0,0.0,0.0,2,Appelants Off-Net
2186.0,13.333333333333334,3.0,0.0846057571949166,0.7242735206679348,0.1071239406805292,0.181451999612701,0.7681940700850037,0.0,0.9141651481713025,0.0,0.0,0.0,2,Appelants Off-Net
2196.0,20.0,4.0,0.0209999999988336,0.2808890305105305,0.0002836074872379,0.281645821716298,0.9952960708361666,0.0,0.999581773281327,0.0,0.0,0.0,2,Appelants Off-Net
2198.0,25.0,4.0,0.0267022696927527,0.0107282930066589,0.0641169853771163,0.991733542508796,0.2952789699563786,0.0,0.989404453026021,0.0,0.0,0.0,2,Appelants Off-Net
2203.0,20.0,2.0,0.5174197999241111,0.7323537521257787,0.0655089651278155,0.4537819953129996,0.9310344827586208,0.0,0.9518864022792468,0.0,0.0,0.0,2,Appelants Off-Net
2205.0,10.0,1.0,0.0,0.9749165128511892,4.377517074502562e-05,0.9972900018131612,1.0,0.0,0.9999573228631876,0.0,0.0,0.0,2,Appelants Off-Net
2209.0,19.0,10.0,0.0,0.1231179686193077,0.0007576905588693,0.1360846284444503,0.8861840700408535,0.0,0.9899624993004372,0.0,0.0,0.0,2,Appelants Off-Net
2215.0,14.285714285714286,7.0,0.0370778635122647,0.5980897803246978,0.0770360907054808,0.7882712511840055,0.4539653600712708,0.0,0.9310410697231578,0.0,0.0,1.0,7,Data Users
2219.0,12.77777777777778,9.0,0.0260960334020968,0.719970296310976,0.013408467711602,0.7614830109352064,0.9317778341372976,0.0,0.9854741722813836,0.0,0.0,1.0,7,Data Users
2225.0,15.0,2.0,0.0,0.751754945752343,0.1636247877795027,0.6584237396224941,1.0,0.0,0.8769942565390814,0.0,0.0,1.0,7,Data Users
2228.0,16.0,5.0,0.0,0.0,0.0,0.9846391652980864,1.0,0.0,1.0,0.0,0.0,1.0,7,Data Users
2229.0,14.117647058823527,17.0,0.0,0.5893408484753296,0.0025414376957846,0.6191386491121398,0.7563794656262809,0.0,0.9878404477552616,0.0,0.0,0.0,2,Appelants Off-Net
2233.0,15.0,10.0,0.0384674565302591,0.0,0.0,0.75109417171103,0.959223300970752,0.0,0.9950215187103332,0.0,0.0,0.0,2,Appelants Off-Net
2234.0,25.0,4.0,0.138000000000552,0.0289849943369955,0.0036630036630573,0.9252548131374144,0.7778625954235778,0.0,0.9895951302378492,0.0,0.0,0.0,2,Appelants Off-Net
2235.0,50.0,1.0,0.0,0.8105667306569594,0.0021006240087701,0.9169184542112788,1.0,0.0,0.9982973040648716,0.0,0.0,0.0,2,Appelants Off-Net
2238.0,13.333333333333334,3.0,0.0,0.1733239027639792,0.0405927835056254,0.9558500539765956,1.0,0.0,0.9929643003387516,0.0,0.0,0.0,2,Appelants Off-Net
2240.0,10.0,1.0,0.0,0.4985559070291613,0.1666206896548048,0.5442167514768295,1.0,0.0,0.9169302709393244,0.0,0.0,0.0,2,Appelants Off-Net
2248.0,16.666666666666668,3.0,0.1359064963326462,0.619795402213324,0.008161276569573,0.3572156581476887,0.818518518511111,0.0,0.9930919935072996,0.0,0.0,1.0,7,Data Users
2252.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,Appelants Off-Net
2253.0,16.0,5.0,0.4123453704790752,0.6214741710638466,0.0053981813893188,0.8756432805603009,0.7259733859036708,0.0,0.9875903849912168,0.0,0.0,0.0,2,Appelants Off-Net
2258.0,10.0,3.0,0.0,0.0162213740476789,0.1568627450403691,0.5664758269779266,0.9014492753606048,0.0,0.9650127226470132,0.0,0.0,0.0,2,Appelants Off-Net
2259.0,9.166666666666666,6.0,0.1166472254620673,0.935356121195112,0.0050972612553626,0.6257012035188522,0.9677749360613482,0.0,0.99469104091673,1.0,0.0,0.0,0,High Value Smartphone
